Vendor ID,Vendor name,Commercial Type,Category,Location,City,Service Name,Service Category,Service Subcategory
1711,Fitness Pitch Studio,paid,Fitness Studios,Ghatkopar East,mumbai,Signature Workouts - TTS,Fitness Studios,Combine Training
725,Nilesh Parab's Fitness 1st,free,gyms,Ghatkopar West,mumbai,Complete Health Care Fitness,Fitness Studios,Combine Training
1242,Arpitas Step Up India,paid,Fitness Studios,Vile Parle East,mumbai,Zumba - Pilates - Power Yoga by Vaishali,Fitness Studios,Combine Training
7029,Target Fitness,paid,Fitness Studios,BEL Road,bangalore,Freestyle Fitness,Fitness Studios,Combine Training
7029,Target Fitness,paid,Fitness Studios,BEL Road,bangalore,Flexibility with Chinmay,Fitness Studios,Combine Training
7029,Target Fitness,paid,Fitness Studios,BEL Road,bangalore,Toning,Fitness Studios,Combine Training
3191,Finix Fitness Studio,paid,gyms,Jeevan Bheema Nagar,bangalore,Summer Camp,Fitness Studios,Combine Training
7724,X Fitt,paid,Fitness Studios,Vile Parle East,mumbai,X F Group Training,Fitness Studios,Combine Training
7056,Art Storm,paid,Fitness Studios,Bellandur,bangalore,Summer Camp for Kids,Fitness Studios,Combine Training
7008,The Republic of Fitness,freespecial,gyms,Jaya Nagar,bangalore,Outdoor Workout,Fitness Studios,Combine Training
3620,a1000 Yoga Whitefield,cos,yoga,Whitefield,bangalore,Studio Membership,Fitness Studios,Combine Training
5898,Revolution,free,Fitness Studios,Marine Lines,mumbai,Studio Pass,Fitness Studios,Combine Training
3618,a1000 Yoga Koramangala,cos,yoga,Koramangala,bangalore,Studio Membership,Fitness Studios,Combine Training
6933,a1000 Yoga J.P nagar,cos,yoga,J P Nagar,bangalore,Studio Membership,Fitness Studios,Combine Training
7434,a1000 Yoga,cos,yoga,Bellandur,bangalore,Studio Membership,Fitness Studios,Combine Training
7757,Joy Danzzz and Body Combat,cos,Fitness Studios,Sector 56,gurgaon,Studio Membership,Fitness Studios,Combine Training
4818,Gold's Gym Richmond Road,freespecial,gyms,Richmond Road,bangalore,Body Balance,Fitness Studios,Combine Training
7766,Shilpkar Fitness,free,Fitness Studios,Goregaon East,mumbai,Combine Training,Fitness Studios,Combine Training
4291,Dance 360,paid,dance,Banaswadi,bangalore,Ladies Fitness,Fitness Studios,Combine Training
4291,Dance 360,paid,dance,Banaswadi,bangalore,Kids Fitness,Fitness Studios,Combine Training
7783,Pink Iron Fitness And Music Studio,free,dance,Tagore Garden,delhi,Pink Iron Fitness And Music Studio,Fitness Studios,Combine Training
7804,Brenda's Fitness Edge,paid,Fitness Studios,Sanpada,mumbai,Combined Training,Fitness Studios,Combine Training
7806,Neha's Nutrifit Clinic,free,Fitness Studios,Tardeo,mumbai,Personalised Fitness Activity,Fitness Studios,Combine Training
7821,4ever Fitness Club,free,gyms,Sadashiva Nagar,bangalore,4ever Fitness Club all,Fitness Studios,Combine Training
7839,Poojas Fitness Studio,free,Fitness Studios,Bandra West,mumbai,Combine Training,Fitness Studios,Combine Training
7852,Tag Fitness Studio,free,Fitness Studios,Andheri West,mumbai,Combine Training,Fitness Studios,Combine Training
2873,Work It Out Studio,free,Fitness Studios,Wanowrie,pune,Studio Membership,Fitness Studios,Combine Training
1711,Fitness Pitch Studio,paid,Fitness Studios,Ghatkopar East,mumbai,Power Yoga + Pilates,Fitness Studios,Combine Training
5746,Anytime Fitness at Rajouri Garden,paid,gyms,Rajouri Garden,delhi,Group Activities (Aerobics+Yoga+Crossfit),Fitness Studios,Combine Training
7446,OM Studio,paid,Fitness Studios,Shivaji Nagar,pune,Pilates+Yoga,Fitness Studios,Combine Training
424,JG's Fitness Centre,paid,Fitness Studios,Santacruz West,mumbai,Rehab Program,Fitness Studios,Combine Training
4837,Surfset Fitness,paid,cross functional training,Santacruz West,mumbai,Surfset,Fitness Studios,Combine Training
900,The Body Craft House,paid,Fitness Studios,Khar West,mumbai,Combo ( Zumba+Pilates+Functional training ),Fitness Studios,Combine Training
900,The Body Craft House,paid,Fitness Studios,Khar West,mumbai,Combo (Power Yoga and Pilates),Fitness Studios,Combine Training
900,The Body Craft House,paid,Fitness Studios,Khar West,mumbai,Power Yoga+Functional Training+Yogalates,Fitness Studios,Combine Training
900,The Body Craft House,paid,Fitness Studios,Khar West,mumbai,Combo Workout,Fitness Studios,Combine Training
7898,Apple Fitness,free,gyms,Indiranagar,bangalore,Group Activities,Fitness Studios,Combine Training
2169,Slimwell Fitness Studio (Only for Women),paid,Fitness Studios,Kothrud,pune,Fun Floor,Fitness Studios,Combine Training
3382,Studio One Eighty Nine- By BreakBeat Dance Co.,paid,Fitness Studios,Tardeo,mumbai,Zumba+Yoga+Pilates,Fitness Studios,Combine Training
3382,Studio One Eighty Nine- By BreakBeat Dance Co.,paid,Fitness Studios,Tardeo,mumbai,Capoeira+Kickboxing+MMA+Zumba,Fitness Studios,Combine Training
3382,Studio One Eighty Nine- By BreakBeat Dance Co.,paid,Fitness Studios,Tardeo,mumbai,Multiple Sessions,Fitness Studios,Combine Training
3382,Studio One Eighty Nine- By BreakBeat Dance Co.,paid,Fitness Studios,Tardeo,mumbai,Studio Pass,Fitness Studios,Combine Training
6047,Delhi Rock,paid,Fitness Studios,Greater Kailash 2,delhi,MiliFit,Fitness Studios,Combine Training
6213,Fitness Groovee,paid,Fitness Studios,Pitampura,delhi,Studio Membership,Fitness Studios,Combine Training
5303,Celebrity Fitness Club,paid,gyms,Rajouri Garden,delhi,ABT,Fitness Studios,Combine Training
5303,Celebrity Fitness Club,paid,gyms,Rajouri Garden,delhi,Fast Fit,Fitness Studios,Combine Training
5303,Celebrity Fitness Club,paid,gyms,Rajouri Garden,delhi,Fun Step,Fitness Studios,Combine Training
5303,Celebrity Fitness Club,paid,gyms,Rajouri Garden,delhi,Power Balance,Fitness Studios,Combine Training
6796,Celebrity Fitness India,paid,gyms,MG Road,gurgaon,ABT,Fitness Studios,Combine Training
6796,Celebrity Fitness India,paid,gyms,MG Road,gurgaon,Fun Step,Fitness Studios,Combine Training
6796,Celebrity Fitness India,paid,gyms,MG Road,gurgaon,KFIT,Fitness Studios,Combine Training
6796,Celebrity Fitness India,paid,gyms,MG Road,gurgaon,Power Balance,Fitness Studios,Combine Training
6796,Celebrity Fitness India,paid,gyms,MG Road,gurgaon,Fast Fit Metabolic Conditioning,Fitness Studios,Combine Training
8102,Edge Fitness,free,Fitness Studios,Ashok Nagar,bangalore,Studio Membership,Fitness Studios,Combine Training
8217,Wonderise,paid,Fitness Studios,Worli,mumbai,Early Bird Special - Only Pass,Fitness Studios,Combine Training
8217,Wonderise,paid,Fitness Studios,Worli,mumbai,Early Bird Special - Pass + Breakfast,Fitness Studios,Combine Training
8217,Wonderise,paid,Fitness Studios,Worli,mumbai,Only Pass,Fitness Studios,Combine Training
8217,Wonderise,paid,Fitness Studios,Worli,mumbai,Pass + Breakfast,Fitness Studios,Combine Training
4742,Arts In Motion,paid,Fitness Studios,Khar West,mumbai,Tribal Combat Fitness,Fitness Studios,Combine Training
7697,TORBA,paid,Fitness Studios,Santacruz West,mumbai,Fusion Fitness,Fitness Studios,Combine Training
484,J J Skaters,free,sports,Mumbai Central,mumbai,Private group class skating,Fitness Studios,Combine Training
484,J J Skaters,free,sports,Mumbai Central,mumbai,Skate School lessons ,Fitness Studios,Combine Training
4878,Fitwell Mantra,paid,gyms,CR Park,delhi,Studio Membership,Fitness Studios,Combine Training
980,The Resort Hotel,paid,Luxury Hotels,Malad West,mumbai,Club House Membership,Fitness Studios,Combine Training
8534,Exerholic,freespecial,Fitness Studios,Anand Vihar,delhi,Studio Membership,Fitness Studios,Combine Training
8546,CrossFit BPC (TFF),paid,cross functional training,Goregaon West,mumbai,Group X Activities,Fitness Studios,Combine Training
6541,Genisis Gymzaaal,free,Fitness Studios,Goregaon East,mumbai,Studio Membership,Fitness Studios,Combine Training
8785,Maximum Fit 12,freespecial,gyms,Pimple Gurav,pune,Group Activity,Fitness Studios,Combine Training
7446,OM Studio,paid,Fitness Studios,Shivaji Nagar,pune,Body Awareness Workshop,Fitness Studios,Combine Training
8882,Maxx Fitness Studio,free,Fitness Studios,C.V. Raman Nagar,bangalore,Combine Training,Fitness Studios,Combine Training
4073,Genesis,free,dance,Jaya Nagar,bangalore,Intense Fitness Conditioning Program,Fitness Studios,Combine Training
8948,Jazba Fitness Studio,free,Fitness Studios,Dwarka,delhi,Studio Membership,Fitness Studios,Combine Training
8949,Fun and Fit Aerobics and Dance Studio,free,Fitness Studios,Rohini,delhi,Studio Membership,Fitness Studios,Combine Training
6820,Prince FitOrbit,paid,Fitness Studios,Seawoods,mumbai,Teenagers Fitness and Dance,Fitness Studios,Combine Training
9044,Ample Fitness Studio,freespecial,Fitness Studios,Banashankari,bangalore,Combine Training,Fitness Studios,Combine Training
9054,Slim Fit Aerobics and Yoga Centre,free,Fitness Studios,Dwarka,delhi,Combined Training ( Power Yoga + Aerobics + Zumba ),Fitness Studios,Combine Training
9068,Forza Fitness,free,Fitness Studios,Malleshwaram,bangalore,Fitness Studio,Fitness Studios,Combine Training
9081,BMX Fitness,free,Fitness Studios,Basaveshwara Nagar,bangalore,Fitness Studio,Fitness Studios,Combine Training
9117,The Brother's Gym,freespecial,Fitness Studios,Krishna Nagar,delhi,Studio Membership,Fitness Studios,Combine Training
9146,Ck's Fitness Club,free,Fitness Studios,Wagholi,pune,Fitness Studio,Fitness Studios,Combine Training
5986,Cult The Workout Station,paid,Fitness Studios,Sarjapur Road,bangalore,Studio Membership,Fitness Studios,Combine Training
9150,Stylish Body Line,free,Fitness Studios,Dwarka,delhi,Fitness Studio,Fitness Studios,Combine Training
9151,New Fitness Trend,free,Fitness Studios,Ashok Vihar,delhi,Studio Membership,Fitness Studios,Combine Training
8937,The Room,paid,Fitness Studios,Shivaji Nagar,pune,Studio membership,Fitness Studios,Combine Training
9154,Satisfaction Gym,paid,gyms,Sector 23,gurgaon,Studio Membership,Fitness Studios,Combine Training
8937,The Room,paid,Fitness Studios,Shivaji Nagar,pune,Shape Express,Fitness Studios,Combine Training
8937,The Room,paid,Fitness Studios,Shivaji Nagar,pune,Suspension Training,Fitness Studios,Combine Training
8786,Maximum Fit,paid,gyms,Pimple Gurav,pune,Group Activities,Fitness Studios,Combine Training
9168,Quick Step Dance and Fitness Studio,free,Fitness Studios,Punjabi Bagh,delhi,Fitness Studio,Fitness Studios,Combine Training
2013,Pulse The Studio,cos,Fitness Studios,Camp,pune,Special 5 days workout,Fitness Studios,Combine Training
1803,Fiber Fitness,paid,gyms,Viman Nagar,pune,Power Combat,Fitness Studios,Combine Training
1803,Fiber Fitness,paid,gyms,Viman Nagar,pune,Muscle X,Fitness Studios,Combine Training
1803,Fiber Fitness,paid,gyms,Viman Nagar,pune,Athletics,Fitness Studios,Combine Training
9164,Hash Aerobics and Dance Studio,freespecial,gyms,Gujranwala,delhi,Dance Aerobics,Fitness Studios,Combine Training
9164,Hash Aerobics and Dance Studio,freespecial,gyms,Gujranwala,delhi,Pilates + Functional Training,Fitness Studios,Combine Training
9164,Hash Aerobics and Dance Studio,freespecial,gyms,Gujranwala,delhi,Pilates + Functional Training + Spinning,Fitness Studios,Combine Training
9164,Hash Aerobics and Dance Studio,freespecial,gyms,Gujranwala,delhi,Gymnastics,Fitness Studios,Combine Training
7584,Anjul's The Lifestyle Club,paid,Fitness Studios,Thane West,mumbai,Comine Training - Women,Fitness Studios,Combine Training
7584,Anjul's The Lifestyle Club,paid,Fitness Studios,Thane West,mumbai,Combine Training - Senior Citizens,Fitness Studios,Combine Training
7012,Her Fitness,paid,Fitness Studios,Rajouri Garden,delhi,Cardio Dance Moves,Fitness Studios,Combine Training
9274,Quest and Curves,free,Fitness Studios,Sector 37,noida,Studio Membership,Fitness Studios,Combine Training
4853,Dancercise Studio,cos,dance,CR Park,delhi,Studio Membership,Fitness Studios,Combine Training
8546,CrossFit BPC (TFF),paid,cross functional training,Goregaon West,mumbai,Gym Kids,Fitness Studios,Combine Training
8546,CrossFit BPC (TFF),paid,cross functional training,Goregaon West,mumbai,Gymnastics,Fitness Studios,Combine Training
8546,CrossFit BPC (TFF),paid,cross functional training,Goregaon West,mumbai,Body Analysis,Fitness Studios,Combine Training
8546,CrossFit BPC (TFF),paid,cross functional training,Goregaon West,mumbai,Piloxing,Fitness Studios,Combine Training
8546,CrossFit BPC (TFF),paid,cross functional training,Goregaon West,mumbai,Zumba,Fitness Studios,Combine Training
5313,LA Fitness - The Fitness Cult,paid,Fitness Studios,Ashok Vihar,delhi,Group Activity (Aerobics, Stepper Aerobics, Zumba, Pilates, Zumba + Circuit Training),Fitness Studios,Combine Training
6984,Chirayu The Fitness Hub,paid,Fitness Studios,Mulund West,mumbai,Yoga and Functional Training Combo,Fitness Studios,Combine Training
4581,Vivafit for ladies JP Nagar,paid,Fitness Studios,J P Nagar,bangalore,Sculpt,Fitness Studios,Combine Training
8987,Elite Pro Fitness and Combat Sports,paid,MMA and kick boxing,Bandra West,mumbai,Studio Pass,Fitness Studios,Combine Training
7318,Gurudev Natraj Studio,paid,Fitness Studios,Ghatkopar East,mumbai,Adults Dance ( Bollywood/HipHop/Contemporary/FreeStyle/Jazz ),Fitness Studios,Combine Training
6137,A Plus Studio,paid,Fitness Studios,Mulund West,mumbai,Workout For Special Population,Fitness Studios,Combine Training
5145,Studio 60 By Club XCell,paid,Fitness Studios,East Of Kailash,delhi,Weight Loss Challenge With Naresh,Fitness Studios,Combine Training
5145,Studio 60 By Club XCell,paid,Fitness Studios,East Of Kailash,delhi,Sexy Summer 60 Challenge with Zoe,Fitness Studios,Combine Training
5145,Studio 60 By Club XCell,paid,Fitness Studios,East Of Kailash,delhi,Weight Loss Challenge with Rajiv,Fitness Studios,Combine Training
5145,Studio 60 By Club XCell,paid,Fitness Studios,East Of Kailash,delhi,Flex 60,Fitness Studios,Combine Training
5145,Studio 60 By Club XCell,paid,Fitness Studios,East Of Kailash,delhi,PT Core,Fitness Studios,Combine Training
5145,Studio 60 By Club XCell,paid,Fitness Studios,East Of Kailash,delhi,PT Calisthenic,Fitness Studios,Combine Training
5145,Studio 60 By Club XCell,paid,Fitness Studios,East Of Kailash,delhi,Core 60,Fitness Studios,Combine Training
8843,Carnival Underground,cos,dance,Lajpat Nagar,delhi,Fitness Batch (Aerobics+Zumba+Cardio+Bollywood Bhangra),Fitness Studios,Combine Training
9335,The Culture Studio - Fitness,paid,Fitness Studios,Mulund West,mumbai,Studio Pass,Fitness Studios,Combine Training
1837,Fight Elite MMA,paid,MMA and kick boxing,Andheri West,mumbai,Mixed Martial Arts-Advance ,Fitness Studios,Combine Training
1806,Passion Fitness,paid,gyms,Aundh,pune,Cardio Kick Boxing,Fitness Studios,Combine Training
1806,Passion Fitness,paid,gyms,Aundh,pune,Circuit Training,Fitness Studios,Combine Training
1806,Passion Fitness,paid,gyms,Aundh,pune,TAG,Fitness Studios,Combine Training
1806,Passion Fitness,paid,gyms,Aundh,pune,FITNO - D,Fitness Studios,Combine Training
9365,Indus Fitness Edge,paid,gyms,Powai,mumbai,Combine Training (Zumba, Kickboxing, Bollywood Dance, Power Yoga) ,Fitness Studios,Combine Training
1677,The Soul Studio,paid,Fitness Studios,Lokhandwala,mumbai,Ladies Fitness,Fitness Studios,Combine Training
1677,The Soul Studio,paid,Fitness Studios,Lokhandwala,mumbai,Studio Pass,Fitness Studios,Combine Training
5148,Delhi Dance Academy,cos,dance,Lajpat Nagar,delhi,Gymnastics,Fitness Studios,Combine Training
5151,MPX Fitness,freespecial,gyms,Kalkaji,delhi,Combined Training,Fitness Studios,Combine Training
1623,Temperance,cos,Fitness Studios,Bandra West,mumbai,Body Sculpting by Mischeal,Fitness Studios,Combine Training
645,Yashraj Danz Tanz,paid,dance,Kandivali West,mumbai,Fitness Workout,Fitness Studios,Combine Training
5347,Get Fit Fitness Studio (Only for Ladies),paid,Fitness Studios,Dwarka,delhi,Studio Membership,Fitness Studios,Combine Training
6377,The Space,paid,Fitness Studios,Juhu,mumbai,Pound Fitness at Zumba with Priti,Fitness Studios,Combine Training
1677,The Soul Studio,paid,Fitness Studios,Lokhandwala,mumbai,Nishant's Fitness class,Fitness Studios,Combine Training
7438,The Square,paid,Fitness Studios,Powai,mumbai,Intensive Transformation program,Fitness Studios,Combine Training
6144,Fusion Workouts and Dance Lavina V Khanna,cos,Fitness Studios,Khar West,mumbai,Studio Membership,Fitness Studios,Combine Training
9389,Dr.Sana Khan's Body Opus,cos,Fitness Studios,Bandra West,mumbai,Body Opus Fitness Package,Fitness Studios,Combine Training
1968,Body Fuel,paid,gyms,Kothrud,pune,Cardio Kick Boxing,Fitness Studios,Combine Training
5102,Pioneer Gym,cos,gyms,Vivek Vihar,delhi,Classes At Home,Fitness Studios,Combine Training
6331,Sway For Dance,cos,dance,Patparganj,delhi,Fitness Class,Fitness Studios,Combine Training
6820,Prince FitOrbit,paid,Fitness Studios,Seawoods,mumbai,Adult Fitness at NRI Phase 2,Fitness Studios,Combine Training
2159,Pegasus Health Club,paid,Fitness Studios,Karvenagar,pune,Combine Training,Fitness Studios,Combine Training
7407,Your Fitness Club,paid,gyms,Tardeo,mumbai,Superhuman Studio Membership,Fitness Studios,Combine Training
2424,Myst Performing Arts,paid,dance,Deccan,pune,Fitness Workout,Fitness Studios,Combine Training
9412,Cult the workout station J P Nagar,paid,Fitness Studios,J P Nagar,bangalore,Studio Membership,Fitness Studios,Combine Training
6452,Physc Gym,paid,gyms,Kharghar,mumbai,Trunks and Cardio,Fitness Studios,Combine Training
217,Anjali Sahu,paid,yoga,Khar West,mumbai,Combined Workout,Fitness Studios,Combine Training
1518,Fitness Mania Studio (Ladies Studio),paid,Fitness Studios,Mulund West,mumbai,Studio Membership,Fitness Studios,Combine Training
1843,Absolute Fitness,cos,gyms,Baner,pune,Gym,Fitness Studios,Combine Training
1856,Urbounce Fitness,paid,gyms,Pashan,pune,High Five - Different Postures,Fitness Studios,Combine Training
1856,Urbounce Fitness,paid,gyms,Pashan,pune,Power Play - Core Strengthening and Endurance,Fitness Studios,Combine Training
7421,Sherwin Fitness Studio,free,Fitness Studios,Andheri East,mumbai,General Fitness Plan,Fitness Studios,Combine Training
1622,Mix n Match Dance Academy,paid,dance,Goregaon West,mumbai,Weight Loss Program for Men,Fitness Studios,Combine Training
1622,Mix n Match Dance Academy,paid,dance,Goregaon West,mumbai,Weight Loss Program for Women,Fitness Studios,Combine Training
8894,Ancient Arts -  My Inner Dimension,paid,Fitness Studios,Worli,mumbai,Gymnastics,Fitness Studios,Combine Training
9424,Shapers,paid,Fitness Studios,Ghatkopar East,mumbai,Kids Dance,Fitness Studios,Combine Training
9424,Shapers,paid,Fitness Studios,Ghatkopar East,mumbai,Shapefit,Fitness Studios,Combine Training
9424,Shapers,paid,Fitness Studios,Ghatkopar East,mumbai,Shapefit Special,Fitness Studios,Combine Training
6036,Moov n Groove,paid,Fitness Studios,Nerul,mumbai,Studio Pass,Fitness Studios,Combine Training
8546,CrossFit BPC (TFF),paid,cross functional training,Goregaon West,mumbai,Kids Gymnastics,Fitness Studios,Combine Training
9449,The Ultimate Ace Fitness,cos,Fitness Studios,Rajouri Garden,delhi,Studio Membership,Fitness Studios,Combine Training
9450,Studio Cal Burn Fitness Centre,cos,Fitness Studios,Janakpuri,delhi,Studio Membership,Fitness Studios,Combine Training
9452,Bliss Fitness,cos,Fitness Studios,Kamothe,mumbai,Fitness Program,Fitness Studios,Combine Training
9454,Hardcore Fitness,cos,Fitness Studios,Ashok Vihar,delhi,Studio Membership,Fitness Studios,Combine Training
4742,Arts In Motion,paid,Fitness Studios,Khar West,mumbai,Ultimate Workout,Fitness Studios,Combine Training
7635,Fitness Drive,paid,cross functional training,Khar West,mumbai,Fitness Evaluation,Fitness Studios,Combine Training
9450,Studio Cal Burn Fitness Centre,cos,Fitness Studios,Janakpuri,delhi,Personal Training,Fitness Studios,Combine Training
9396,Get Fit,paid,Fitness Studios,Rohini,delhi,Fitness Class (Yoga, Dance, Zumba, Aerobics),Fitness Studios,Combine Training
1623,Temperance,cos,Fitness Studios,Bandra West,mumbai,Fitness Culture - One Day Event (11/9/2016),Fitness Studios,Combine Training
7786,MaxBurn Fitness Studio,paid,Fitness Studios,Koramangala,bangalore,Studio Membership,Fitness Studios,Combine Training
5725,Body In Motion,cos,Fitness Studios,Domlur Layout,bangalore,Combine Workout,Fitness Studios,Combine Training
9470,Complete Fitness,free,Fitness Studios,Kamla Nagar,delhi,Studio Membership,Fitness Studios,Combine Training
5717,Dance Creators,freespecial,dance,Lajpat Nagar,delhi,Studio Membership,Fitness Studios,Combine Training
9471,Blue Cycling and Fitness,freespecial,Fitness Studios,Sector 18,noida,Cycling,Fitness Studios,Combine Training
9339,Figurine Fitness at Koramangala,paid,Fitness Studios,Koramangala,bangalore,Studio Membership,Fitness Studios,Combine Training
9473,Zero Gravity Fitness Lounge,freespecial,Fitness Studios,Vivek Vihar,delhi,Studio Membership,Fitness Studios,Combine Training
9475,Go Figure With Poorna,free,Fitness Studios,Santacruz East,mumbai,Yoga and Pilates + Zumba,Fitness Studios,Combine Training
8649,Vitality by Design,paid,Fitness Studios,Indiranagar,bangalore,Sports Conditioning,Fitness Studios,Combine Training
8649,Vitality by Design,paid,Fitness Studios,Indiranagar,bangalore,Active after 60 Program,Fitness Studios,Combine Training
8649,Vitality by Design,paid,Fitness Studios,Indiranagar,bangalore,Obesity/ Weight Loss Management Program,Fitness Studios,Combine Training
8728,WOW Fitness Club,freespecial,gyms,Katraj,pune,Group Activity,Fitness Studios,Combine Training
4044,Aero Fitness Center,paid,gyms,C.V. Raman Nagar,bangalore,Studio Membership,Fitness Studios,Combine Training
8728,WOW Fitness Club,freespecial,gyms,Katraj,pune,Circuit Training,Fitness Studios,Combine Training
8728,WOW Fitness Club,freespecial,gyms,Katraj,pune,ABS Workout,Fitness Studios,Combine Training
9483,Transformation 101,cos,Fitness Studios,Okhla,delhi,Studio Membership,Fitness Studios,Combine Training
9483,Transformation 101,cos,Fitness Studios,Okhla,delhi,Combat,Fitness Studios,Combine Training
9483,Transformation 101,cos,Fitness Studios,Okhla,delhi,Body Power,Fitness Studios,Combine Training
9483,Transformation 101,cos,Fitness Studios,Okhla,delhi,ABT (Abs Butt Thighs),Fitness Studios,Combine Training
6984,Chirayu The Fitness Hub,paid,Fitness Studios,Mulund West,mumbai,The Fi,Fitness Studios,Combine Training
6984,Chirayu The Fitness Hub,paid,Fitness Studios,Mulund West,mumbai,The Fit "ME" 3 months Transformation,Fitness Studios,Combine Training
616,SDWM Shirishs Dancing and Fitness Studio,paid,Fitness Studios,Juhu,mumbai,Vibrant 5,Fitness Studios,Combine Training
616,SDWM Shirishs Dancing and Fitness Studio,paid,Fitness Studios,Juhu,mumbai,Fusion Fitness,Fitness Studios,Combine Training
4581,Vivafit for ladies JP Nagar,paid,Fitness Studios,J P Nagar,bangalore,Studio Membership,Fitness Studios,Combine Training
7012,Her Fitness,paid,Fitness Studios,Rajouri Garden,delhi,Weight Training,Fitness Studios,Combine Training
6406,The Seventh Sense,free,yoga,Charni Road,mumbai,Laban Movement,Fitness Studios,Combine Training
6406,The Seventh Sense,free,yoga,Charni Road,mumbai,Sam-Feldenkrais Method,Fitness Studios,Combine Training
6406,The Seventh Sense,free,yoga,Charni Road,mumbai,Dynamic Pair Day,Fitness Studios,Combine Training
6406,The Seventh Sense,free,yoga,Charni Road,mumbai,Awareness Through Body,Fitness Studios,Combine Training
6406,The Seventh Sense,free,yoga,Charni Road,mumbai,Cycling Sundays,Fitness Studios,Combine Training
6406,The Seventh Sense,free,yoga,Charni Road,mumbai,Qi Gong,Fitness Studios,Combine Training
6406,The Seventh Sense,free,yoga,Charni Road,mumbai,Axes And Pivots,Fitness Studios,Combine Training
6406,The Seventh Sense,free,yoga,Charni Road,mumbai,Axis And Pivots - Advanced,Fitness Studios,Combine Training
6406,The Seventh Sense,free,yoga,Charni Road,mumbai,Axis And Pivots - Hormonal Balance,Fitness Studios,Combine Training
6406,The Seventh Sense,free,yoga,Charni Road,mumbai,Kinetics and Core Control,Fitness Studios,Combine Training
6406,The Seventh Sense,free,yoga,Charni Road,mumbai,UNLIMITED PLAN,Fitness Studios,Combine Training
6213,Fitness Groovee,paid,Fitness Studios,Pitampura,delhi,Fitness Class,Fitness Studios,Combine Training
1219,Get Fit With Tabi,paid,zumba,Mulund West,mumbai,S3 With Calvin - Sweat, Sculpt, Shred,Fitness Studios,Combine Training
7878,The Freakout Garage,paid,Fitness Studios,Prabhadevi,mumbai,Fitgasm,Fitness Studios,Combine Training
3382,Studio One Eighty Nine- By BreakBeat Dance Co.,paid,Fitness Studios,Tardeo,mumbai,Fitgasm,Fitness Studios,Combine Training
9516,Heeaatz Complete Fitness,freespecial,gyms,Sohna Road,gurgaon,Hi-Lo,Fitness Studios,Combine Training
9568,Fitness4U,cos,Fitness Studios,Andheri East,mumbai,Bootcamp and Circuit Training,Fitness Studios,Combine Training
