Vendor ID,Vendor name,Commercial Type,Category,Location,City,Service Name,Service Category,Service Subcategory
9568,Fitness4U,cos,Fitness Studios,Andheri East,mumbai,Studio Membership,Fitness Studios,Combine Training
7002,2 B Fit,freespecial,gyms,Wanowrie,pune,Gym + Crossfit,Fitness Studios,Combine Training
9575,Transcend Holistic Fitness L.L.P.,paid,Fitness Studios,Prabhadevi,mumbai,Studio Membership,Fitness Studios,Combine Training
9575,Transcend Holistic Fitness L.L.P.,paid,Fitness Studios,Prabhadevi,mumbai,Boot Camp,Fitness Studios,Combine Training
9575,Transcend Holistic Fitness L.L.P.,paid,Fitness Studios,Prabhadevi,mumbai,Calisthenics,Fitness Studios,Combine Training
329,Integym,paid,gyms,Colaba,mumbai,Dream Fitness with Madhuri Ruia,Fitness Studios,Combine Training
4122,Lis Arcade,free,dance,BTM Layout,bangalore,Fitness Studio - Aerobics, Zumba, Crossfit,Fitness Studios,Combine Training
4122,Lis Arcade,free,dance,BTM Layout,bangalore,Fitness Studio for Ladies- Aerobics, Zumba, Crossfit,Fitness Studios,Combine Training
9378,Hybrid Fitness,paid,Fitness Studios,Versova,mumbai,Parkour,Fitness Studios,Combine Training
4258,Outlaw Dance Studio,freespecial,dance,Koramangala,bangalore,Aerobics, Zumba, Crossfit,Fitness Studios,Combine Training
4350,Agni Steps Dance Academy,cos,dance,Yelahanka,bangalore,Gymnastics,Fitness Studios,Combine Training
9468,Arunn Rathinam's Dance Studio,cos,Fitness Studios,Thippasandra,bangalore,Aerobics, Zumba, Yoga,Fitness Studios,Combine Training
9587,CurveStrength Fitness Studio,free,Fitness Studios,Goregaon East,mumbai,Personal Training,Fitness Studios,Combine Training
9589,Cult The Workout Station HSR Layout,paid,Fitness Studios,HSR Layout,bangalore,Studio Membership,Fitness Studios,Combine Training
2818,Arts in Motion,paid,Fitness Studios,Sion,mumbai,Djembe,Fitness Studios,Combine Training
6155,Showoff Gym,freespecial,gyms,Kasturi Nagar,bangalore,Weight Loss Programme,Fitness Studios,Combine Training
4607,Nivesaa,paid,Fitness Studios,Indiranagar,bangalore,Studio Membership,Fitness Studios,Combine Training
7356,The Gym Health Planet,freespecial,gyms,Dwarka,delhi,Power Yoga + Aerobics + Zumba,Fitness Studios,Combine Training
4050,Studio Caadencia,freespecial,Fitness Studios,J P Nagar,bangalore,Fitness Hour,Fitness Studios,Combine Training
9515,Outperform Fitness,free,Fitness Studios,Vasanth Nagar,bangalore,Group session,Fitness Studios,Combine Training
9515,Outperform Fitness,free,Fitness Studios,Vasanth Nagar,bangalore,Semi personal,Fitness Studios,Combine Training
9605,Fit For Life Sports Training Center,paid,Fitness Studios,Juhu,mumbai,Combine Training (Personal Training),Fitness Studios,Combine Training
9605,Fit For Life Sports Training Center,paid,Fitness Studios,Juhu,mumbai,Combine Training (Group Training),Fitness Studios,Combine Training
9611,True Fitness,free,Fitness Studios,Mahadevapura,bangalore,Group session,Fitness Studios,Combine Training
424,JG's Fitness Centre,paid,Fitness Studios,Santacruz West,mumbai,Senior Fitness,Fitness Studios,Combine Training
3006,Tone Up With Props With Richa Wig,paid,zumba,Chembur East,mumbai,Tone Up With Props At Amar Residency,Fitness Studios,Combine Training
6907,Fusion Yoga,paid,yoga,Bandra West,mumbai,Studio Membership,Fitness Studios,Combine Training
823,Xersize (Ladies),paid,gyms,Vile Parle West,mumbai,Fusion Fitness,Fitness Studios,Combine Training
3382,Studio One Eighty Nine- By BreakBeat Dance Co.,paid,Fitness Studios,Tardeo,mumbai,Studio Membership,Fitness Studios,Combine Training
138,Frequencee,cos,Fitness Studios,Hughes Road,mumbai,Studio Membership,Fitness Studios,Combine Training
7389,Transform Gym,cos,gyms,Gujranwala,delhi,Crush Cardio,Fitness Studios,Combine Training
7389,Transform Gym,cos,gyms,Gujranwala,delhi,Crush Club,Fitness Studios,Combine Training
9477,Rawfit,paid,MMA and kick boxing,Greater Kailash 1,delhi,Studio Membership,Fitness Studios,Combine Training
1414,Fit and fight club India,paid,MMA and kick boxing,Seawoods,mumbai,Studio Membership,Fitness Studios,Combine Training
823,Xersize (Ladies),paid,gyms,Vile Parle West,mumbai,Free Seminar,Fitness Studios,Combine Training
3859,Blue Dragon Mixed Martial Arts Academy,cos,MMA and kick boxing,BTM Layout,bangalore,Weight Loss Programme,Fitness Studios,Combine Training
4142,Nitrro Bespoke Fitness,paid,gyms,Breach Candy,mumbai,Group X Activities,Fitness Studios,Combine Training
4902,The Revolution,freespecial,gyms,Dilshad Garden,delhi,Steam + Sauna,Fitness Studios,Combine Training
5634,Goodways Fitness,cos,gyms,Geeta Colony,delhi,Scientific Workout without Machines For Men,Fitness Studios,Combine Training
9912,Transformation 101 - Amar Colony,cos,Fitness Studios,Lajpat Nagar,delhi,Studio Membership,Fitness Studios,Combine Training
6905,The Gym Club,paid,gyms,Sector 30,gurgaon,Core,Fitness Studios,Combine Training
6905,The Gym Club,paid,gyms,Sector 30,gurgaon,ABT,Fitness Studios,Combine Training
6905,The Gym Club,paid,gyms,Sector 30,gurgaon,Fat Burning,Fitness Studios,Combine Training
9928,Sporthood,paid,Fitness Studios,HSR Layout,bangalore,Football,Fitness Studios,Combine Training
9933,Just Knock 4 Dance Fitness and Event Company,paid,Fitness Studios,Aundh,pune,Fitness Class,Fitness Studios,Combine Training
9928,Sporthood,paid,Fitness Studios,HSR Layout,bangalore,Badminton,Fitness Studios,Combine Training
7314,Just Knock 4 Dance,paid,dance,Pimpri,pune,Fitness Package,Fitness Studios,Combine Training
9933,Just Knock 4 Dance Fitness and Event Company,paid,Fitness Studios,Aundh,pune,Personal Training,Fitness Studios,Combine Training
9934,Just Knock 4 Dance Fitness and Event Company,paid,Fitness Studios,Wakad,pune,Fitness Package,Fitness Studios,Combine Training
2132,Status Health Club,paid,gyms,Deccan,pune,Executive Membership,Fitness Studios,Combine Training
9922,Zorba - Yoga, Fitness & Beyond (Vile Parle),paid,Fitness Studios,Vile Parle East,mumbai,Combine Training,Fitness Studios,Combine Training
5655,Unleash Fitness,paid,Fitness Studios,BTM Layout,bangalore,121 Day Unleash Transformation,Fitness Studios,Combine Training
1673,The Wooden Stage,paid,Fitness Studios,Vile Parle West,mumbai,Floor Gymnastics (Adults),Fitness Studios,Combine Training
1673,The Wooden Stage,paid,Fitness Studios,Vile Parle West,mumbai,Aerial + Floor Gymnastics,Fitness Studios,Combine Training
9974,The Battlefield,paid,Fitness Studios,Chattarpur,delhi,Studio Membership,Fitness Studios,Combine Training
8763,Studio GX,paid,cross functional training,DLF Phase 2,gurgaon,Studio Membership,Fitness Studios,Combine Training
10006,F2 Fitness,free,gyms,Khar West,mumbai,Gym Workouts,Fitness Studios,Combine Training
3856,The Phoenix Dance Studio,paid,Fitness Studios,Chembur East,mumbai,Fitness Program,Fitness Studios,Combine Training
1673,The Wooden Stage,paid,Fitness Studios,Vile Parle West,mumbai,Dr Prachi's Fitness Class,Fitness Studios,Combine Training
9378,Hybrid Fitness,paid,Fitness Studios,Versova,mumbai,Zumba + Mixed Martial Arts,Fitness Studios,Combine Training
2140,Callipygian Gym,paid,gyms,Aundh,pune,Piloxing,Fitness Studios,Combine Training
7878,The Freakout Garage,paid,Fitness Studios,Prabhadevi,mumbai,Aerial Hoop,Fitness Studios,Combine Training
7878,The Freakout Garage,paid,Fitness Studios,Prabhadevi,mumbai,Combine Package- Zumba + Pilates,Fitness Studios,Combine Training
7878,The Freakout Garage,paid,Fitness Studios,Prabhadevi,mumbai,Combine Package- Yoga+ Zumba,Fitness Studios,Combine Training
7878,The Freakout Garage,paid,Fitness Studios,Prabhadevi,mumbai,Combine Package- Yoga + Zumba + Piloxing,Fitness Studios,Combine Training
7878,The Freakout Garage,paid,Fitness Studios,Prabhadevi,mumbai,Combine Package- Zumba + Masala Bhangra/Bollyfit + Pilates,Fitness Studios,Combine Training
1884,Art 4 Fun Recreation Hub,paid,Fitness Studios,Aundh,pune,Therapy Session with Yoga and Pilates,Fitness Studios,Combine Training
10120,Apple Fitness,Kalyan Nagar,freespecial,gyms,Kalyan Nagar,bangalore,Group Activities,Fitness Studios,Combine Training
10076,Kaizen's Wellness and Fitness Club At Pimple Nilakh,paid,gyms,Pimple Nilakh,pune,Bokwa/Zumba,Fitness Studios,Combine Training
7029,Target Fitness,paid,Fitness Studios,BEL Road,bangalore,Strength Training,Fitness Studios,Combine Training
4041,GROUP EX FITNESS CLUB,paid,Fitness Studios,R.T. Nagar,bangalore,Fusion Fit,Fitness Studios,Combine Training
10245,GoFitness Academy,paid,Fitness Studios,Janakpuri,delhi,Studio Membership,Fitness Studios,Combine Training
9346,The Fitness Hub,paid,gyms,Saket,delhi,Fitness Assessment,Fitness Studios,Combine Training
4032,Socio Fitness,paid,Fitness Studios,Jaya Nagar,bangalore,Studio Membership,Fitness Studios,Combine Training
1242,Arpitas Step Up India,paid,Fitness Studios,Vile Parle East,mumbai,Studio Membership,Fitness Studios,Combine Training
10439,Jashn e Fitness (Basavanagudi),free,Fitness Studios,Basavanagudi,bangalore,Mixed Workout,Fitness Studios,Combine Training
10477,Grid FTX,paid,Fitness Studios,Bellandur,bangalore,Studio Membership,Fitness Studios,Combine Training
10478,Rush Madras - Arena and Sports Venue,freespecial,sports,Default City,default city,Badminton,Fitness Studios,Combine Training
10480,Fit in Box,freespecial,Fitness Studios,Ghansoli,mumbai,Fit in Box,Fitness Studios,Combine Training
10485,Zumba with Aakriti Chhabra,paid,Fitness Studios,Kandivali East,mumbai,Zumba + Functional Training,Fitness Studios,Combine Training
6910,Slim Fitness Wheel,paid,Fitness Studios,Khar West,mumbai,Combo Workout,Fitness Studios,Combine Training
452,Creative Roller Skating Club,free,sports,Malad West,mumbai,Roller Skating,Fitness Studios,Combine Training
453,JBS Roller Skating Club,free,sports,Chembur East,mumbai,Roller Skating,Fitness Studios,Combine Training
10495,Kinetic Living : Fitness and Wellness 'BOOT'ique,freespecial,Fitness Studios,Khar West,mumbai,Studio Membership,Fitness Studios,Combine Training
10495,Kinetic Living : Fitness and Wellness 'BOOT'ique,freespecial,Fitness Studios,Khar West,mumbai,CLAY : Stretch And Prehab,Fitness Studios,Combine Training
10495,Kinetic Living : Fitness and Wellness 'BOOT'ique,freespecial,Fitness Studios,Khar West,mumbai,Unstoppable : Endurance,Fitness Studios,Combine Training
4981,Physio Flex Gym,free,gyms,Pitampura,delhi,Personal Training,Fitness Studios,Combine Training
10514,Cult The Workout Station Koramangala,paid,Fitness Studios,Koramangala,bangalore,Studio Membership,Fitness Studios,Combine Training
10514,Cult The Workout Station Koramangala,paid,Fitness Studios,Koramangala,bangalore,Studio Membership,Fitness Studios,Combine Training
10508,Sufi's Fitness,cos,Fitness Studios,Mumbai Central,mumbai,Freehand Exercises,Fitness Studios,Combine Training
6141,The Body Works Gym Koramangala,freespecial,gyms,Koramangala,bangalore,Group Activity,Fitness Studios,Combine Training
10508,Sufi's Fitness,cos,Fitness Studios,Mumbai Central,mumbai,Studio Membership,Fitness Studios,Combine Training
10554,Sporthood,paid,Fitness Studios,HSR Layout,bangalore,badminton,Fitness Studios,Combine Training
10554,Sporthood,paid,Fitness Studios,HSR Layout,bangalore,Football,Fitness Studios,Combine Training
10557,Sporthood Sarjapur,paid,Fitness Studios,Sarjapur Road,bangalore,Studio Membership,Fitness Studios,Combine Training
10557,Sporthood Sarjapur,paid,Fitness Studios,Sarjapur Road,bangalore,Football,Fitness Studios,Combine Training
10557,Sporthood Sarjapur,paid,Fitness Studios,Sarjapur Road,bangalore,Football,Fitness Studios,Combine Training
10557,Sporthood Sarjapur,paid,Fitness Studios,Sarjapur Road,bangalore,Badminton,Fitness Studios,Combine Training
10575,Sporthood Kasavanahalli,paid,Fitness Studios,Sarjapur Road,bangalore,Studio Membership,Fitness Studios,Combine Training
10575,Sporthood Kasavanahalli,paid,Fitness Studios,Sarjapur Road,bangalore,Football,Fitness Studios,Combine Training
10575,Sporthood Kasavanahalli,paid,Fitness Studios,Sarjapur Road,bangalore,Badminton,Fitness Studios,Combine Training
10575,Sporthood Kasavanahalli,paid,Fitness Studios,Sarjapur Road,bangalore,Badminton,Fitness Studios,Combine Training
10577,Sporthood Marathahalli,paid,Fitness Studios,Marathahalli,bangalore,Studio Membership,Fitness Studios,Combine Training
10577,Sporthood Marathahalli,paid,Fitness Studios,Marathahalli,bangalore,Badminton,Fitness Studios,Combine Training
10577,Sporthood Marathahalli,paid,Fitness Studios,Marathahalli,bangalore,Football,Fitness Studios,Combine Training
10582,Sporthood Electronic City,paid,Fitness Studios,Electronics City,bangalore,Studio Membership,Fitness Studios,Combine Training
10582,Sporthood Electronic City,paid,Fitness Studios,Electronics City,bangalore,Football,Fitness Studios,Combine Training
10582,Sporthood Electronic City,paid,Fitness Studios,Electronics City,bangalore,Badminton,Fitness Studios,Combine Training
10586,Sporthood BTM Layout,paid,Fitness Studios,BTM Layout,bangalore,Studio Membership,Fitness Studios,Combine Training
10586,Sporthood BTM Layout,paid,Fitness Studios,BTM Layout,bangalore,Badminton,Fitness Studios,Combine Training
10586,Sporthood BTM Layout,paid,Fitness Studios,BTM Layout,bangalore,Football,Fitness Studios,Combine Training
9386,Core Fitness,cos,gyms,Hadapsar,pune,Fit Fun and Fab (Apurva),Fitness Studios,Combine Training
10593,Genesis Fitness Forum,freespecial,dance,Jaya Nagar,bangalore,Intensive Fitness Core Program,Fitness Studios,Combine Training
9386,Core Fitness,cos,gyms,Hadapsar,pune,Dance, Tone and Core,Fitness Studios,Combine Training
10594,Nutriifit - The Breakfast Hub,cos,Fitness Studios,Dadar,mumbai,Studio Membership,Fitness Studios,Combine Training
2067,Squats Fitness Center,freespecial,gyms,Satara Road,pune,Shape Up,Fitness Studios,Combine Training
9144,Reshape Fitness,freespecial,gyms,Deccan,pune,Group Activities,Fitness Studios,Combine Training
10344,Equilibrium Climbing Station,cos,cross functional training,Indiranagar,bangalore,Climbing,Fitness Studios,Combine Training
10627,24 Fit Club,free,Fitness Studios,Mathikere,bangalore,24 Fit Club,Fitness Studios,Combine Training
10628,Diamond Body Gym,free,Fitness Studios,Sahakara Nagar,bangalore,Diamond Body gym,Fitness Studios,Combine Training
10645,Recon Fitness,free,Fitness Studios,Hebbal,bangalore,Recon Fitness,Fitness Studios,Combine Training
10679,Freeze It,free,Fitness Studios,Uttarahalli,bangalore,Freeze It,Fitness Studios,Combine Training
10695,Shreekala kulteera Dance Academy,free,Fitness Studios,Kadugodi,bangalore,Shreekala kulteera Dance Academy,Fitness Studios,Combine Training
4185,New U Fitness,paid,gyms,Sarjapur Road,bangalore,Group Activities,Fitness Studios,Combine Training
8021,Nrityada,paid,dance,Charni Road,mumbai,Studio Membership,Fitness Studios,Combine Training
10757,Steppers Do The Steps,cos,Fitness Studios,Old Rajendra Nagar,delhi,Combination Workout (Aerobics+Power Yoga+Cardio+Pilates+Strength Training+Weight Training+Pilates+Zumba),Fitness Studios,Combine Training
10754,Enerjuvate Studio,cos,Fitness Studios,Jaya Nagar,bangalore,Kalaripayattu & Contemporary Dance For Kids,Fitness Studios,Combine Training
10754,Enerjuvate Studio,cos,Fitness Studios,Jaya Nagar,bangalore,Kalaripayattu & Contemporary Dance For Kids,Fitness Studios,Combine Training
10757,Steppers Do The Steps,cos,Fitness Studios,Old Rajendra Nagar,delhi,Personal Training,Fitness Studios,Combine Training
10806,The Fitter You,paid,Fitness Studios,DLF Phase 4,gurgaon,Zumba + Bollywood,Fitness Studios,Combine Training
10245,GoFitness Academy,paid,Fitness Studios,Janakpuri,delhi,Personal Training,Fitness Studios,Combine Training
9493,Dance Central,cos,dance,Paharganj,delhi,Personal Training,Fitness Studios,Combine Training
10904,Lakshya Feminine Point,free,Fitness Studios,Malviya Nagar,delhi,Lakshya Feminine Point,Fitness Studios,Combine Training
9163,True Gym and Spa,cos,gyms,Shalimar Bagh,delhi,Ladies Batch,Fitness Studios,Combine Training
10937,Dance Central,freespecial,dance,Krishna Nagar,delhi,Personal Training,Fitness Studios,Combine Training
7130,Fitness Club,cos,gyms,Sector 56,gurgaon,Personal Training,Fitness Studios,Combine Training
5769,Momentum Fitness Point,paid,gyms,Green Park,delhi,Personal Training,Fitness Studios,Combine Training
10689,RK Rhythmic Waves,cos,dance,Ashok Vihar,delhi,Aerobics + Zumba,Fitness Studios,Combine Training
10957,FORZA Fitness Studio,paid,Fitness Studios,Old Rajendra Nagar,delhi,Personal Training,Fitness Studios,Combine Training
4999,Spartan Gym,freespecial,gyms,Mayur Vihar Phase 1,delhi,Personal Training,Fitness Studios,Combine Training
10957,FORZA Fitness Studio,paid,Fitness Studios,Old Rajendra Nagar,delhi,Studio Membership,Fitness Studios,Combine Training
7359,Vivafit (Women Only),cos,Fitness Studios,Greater Kailash 2,delhi,Personal Training,Fitness Studios,Combine Training
6894,Vivafit (Women Only),cos,Fitness Studios,DLF Phase 4,gurgaon,Personal Training,Fitness Studios,Combine Training
7375,Vivafit (Women Only),cos,Fitness Studios,Sector 45,gurgaon,Personal Training,Fitness Studios,Combine Training
10964,Chisel Fitness  Centre,free,yoga,Sanjay Nagar,bangalore,Yoga+ Zumba+ Body Combat,Fitness Studios,Combine Training
10344,Equilibrium Climbing Station,cos,cross functional training,Indiranagar,bangalore,Summer Camp,Fitness Studios,Combine Training
3191,Finix Fitness Studio,paid,gyms,Jeevan Bheema Nagar,bangalore,Gym + Aerobics + FMC,Fitness Studios,Combine Training
5647,Skeleton Dance Crew,cos,dance,Ramesh Nagar,delhi,Personal Training,Fitness Studios,Combine Training
9529,NM Holistic and Wellness Centre,paid,yoga,Connaught Place,delhi,21 Days Fat Belly Program,Fitness Studios,Combine Training
9529,NM Holistic and Wellness Centre,paid,yoga,Connaught Place,delhi,21 Days Flat Belly Program,Fitness Studios,Combine Training
7870,Crush Fitness at NM Holistic and Wellness Centre,paid,dance,Connaught Place,delhi,21 Days Flat Belly Program,Fitness Studios,Combine Training
10953,Anytime Fitness Rohini,paid,gyms,Rohini,delhi,Aerobics + ABT,Fitness Studios,Combine Training
4034,Spedals Fitness Center,paid,spinning and indoor cycling,Koramangala,bangalore,Studio Membership,Fitness Studios,Combine Training
7013,Her Fitness,paid,Fitness Studios,Vikaspuri,delhi,Ultimate Fitness Class,Fitness Studios,Combine Training
3191,Finix Fitness Studio,paid,gyms,Jeevan Bheema Nagar,bangalore,Fitness Mutant Club (FMC),Fitness Studios,Combine Training
10987,Her Fitness,paid,Fitness Studios,Punjabi Bagh,delhi,Studio Membership,Fitness Studios,Combine Training
10987,Her Fitness,paid,Fitness Studios,Punjabi Bagh,delhi,Ultimate Fitness Class,Fitness Studios,Combine Training
1518,Fitness Mania Studio (Ladies Studio),paid,Fitness Studios,Mulund West,mumbai,Kick Box/ Aerobics/ Bands & Ball,Fitness Studios,Combine Training
1518,Fitness Mania Studio (Ladies Studio),paid,Fitness Studios,Mulund West,mumbai,Functional/Circuit/HIIT/Tabata,Fitness Studios,Combine Training
1518,Fitness Mania Studio (Ladies Studio),paid,Fitness Studios,Mulund West,mumbai,Pound Fitness,Fitness Studios,Combine Training
988,Miles With Giles,paid,marathon training,Juhu,mumbai,Fitness Class at Bandra,Fitness Studios,Combine Training
4486,The Body Works Gym,freespecial,gyms,Jeevan Bheema Nagar,bangalore,Group Activity,Fitness Studios,Combine Training
4486,The Body Works Gym,freespecial,gyms,Jeevan Bheema Nagar,bangalore,Aerobics For Kids,Fitness Studios,Combine Training
4486,The Body Works Gym,freespecial,gyms,Jeevan Bheema Nagar,bangalore,Gym + Group Activity,Fitness Studios,Combine Training
6377,The Space,paid,Fitness Studios,Juhu,mumbai,Hula Hoop Workshop by Swati Shah,Fitness Studios,Combine Training
7384,Missing Peace,freespecial,Fitness Studios,Old Rajendra Nagar,delhi,Studio Membership,Fitness Studios,Combine Training
1230,Riaz Zumba Classes,cos,Fitness Studios,Chembur East,mumbai,Studio Membership,Fitness Studios,Combine Training
11044,Passionate Dance and Fitness Centre,cos,Fitness Studios,Rohini,delhi,Dance + Aerobics (Ladies Batch),Fitness Studios,Combine Training
11048,Banwic Gym,cos,gyms,Janakpuri,delhi,Gym + Fitness Activities,Fitness Studios,Combine Training
7335,Anytime Fitness at Greater Kailash II,paid,gyms,Greater Kailash 2,delhi,Group X Activities,Fitness Studios,Combine Training
5084,Paipa Pradeep Adwanis Institute For Performing Art,cos,dance,Lajpat Nagar,delhi,Summer Camp (3 to 12 Years),Fitness Studios,Combine Training
6756,Indian Dance Academy,cos,dance,Surya Vihar,gurgaon,Summer Camp (3 to 15 Years),Fitness Studios,Combine Training
7154,Talent Club,freespecial,dance,Anand Vihar,delhi,Summer Camp,Fitness Studios,Combine Training
6768,Indian Dance Academy,cos,dance,Sector 57,gurgaon,Summer Camp (3 to 15 Years),Fitness Studios,Combine Training
5545,Two Step Dance and Aerobics Academy,cos,dance,Rohini,delhi,Summer Camp,Fitness Studios,Combine Training
10991,Trinity The Dance Hub,cos,dance,Shalimar Bagh,delhi,Fitness Package,Fitness Studios,Combine Training
10991,Trinity The Dance Hub,cos,dance,Shalimar Bagh,delhi,Summer Camp,Fitness Studios,Combine Training
10991,Trinity The Dance Hub,cos,dance,Shalimar Bagh,delhi,Personal Training,Fitness Studios,Combine Training
10991,Trinity The Dance Hub,cos,dance,Shalimar Bagh,delhi,Personal Training at Home,Fitness Studios,Combine Training
10991,Trinity The Dance Hub,cos,dance,Shalimar Bagh,delhi,Studio Membership,Fitness Studios,Combine Training
11111,Paddle Into Fitness The Gym,cos,gyms,Paschim Vihar,delhi,Group Activity,Fitness Studios,Combine Training
11111,Paddle Into Fitness The Gym,cos,gyms,Paschim Vihar,delhi,Abs Butts Thighs,Fitness Studios,Combine Training
10973,The Square Gym,cos,gyms,Ghatkopar West,mumbai,CHCF,Fitness Studios,Combine Training
11133,Clique Studio,cos,Fitness Studios,South Ex Part 1,delhi,Studio Membership,Fitness Studios,Combine Training
11133,Clique Studio,cos,Fitness Studios,South Ex Part 1,delhi,Personal Training,Fitness Studios,Combine Training
4261,Shadows dance studio,freespecial,dance,Padmanabhanagar,bangalore,Fitness Workout,Fitness Studios,Combine Training
4261,Shadows dance studio,freespecial,dance,Padmanabhanagar,bangalore,Fitness Workout,Fitness Studios,Combine Training
11138,Play Fitness Sector 49,paid,Fitness Studios,Sector 50,gurgaon,Studio Membership,Fitness Studios,Combine Training
10845,Natraj The Health Station,free,Fitness Studios,Pitampura,delhi,Studio Membership,Fitness Studios,Combine Training
10849,Reena Thapars Fitness Mantra,free,Fitness Studios,Lajpat Nagar,delhi,Cardio Power Strength,Fitness Studios,Combine Training
4524,Pretty Women Fitness Center,cos,zumba,Basaveshwara Nagar,bangalore,Cardio + Aerobics,Fitness Studios,Combine Training
10871,G10 Fusion,free,Fitness Studios,Paschim Vihar,delhi,Personal Training,Fitness Studios,Combine Training
10871,G10 Fusion,free,Fitness Studios,Paschim Vihar,delhi,Studio Membership,Fitness Studios,Combine Training
5865,KALAKRITI FOUNDATION,free,Fitness Studios,Preet Vihar,delhi,Studio Membership,Fitness Studios,Combine Training
11151,Challengers Gym,cos,gyms,Jamia Nagar,delhi,Kick Boxing + Functional Training,Fitness Studios,Combine Training
11155,Dance For Fitness,cos,dance,Janakpuri,delhi,Studio Membership,Fitness Studios,Combine Training
3350,Zela - Marathahalli,paid,gyms,Marathahalli,bangalore,Fit Ball Pilates,Fitness Studios,Combine Training
3350,Zela - Marathahalli,paid,gyms,Marathahalli,bangalore,Kettle Ball,Fitness Studios,Combine Training
3350,Zela - Marathahalli,paid,gyms,Marathahalli,bangalore,Body Balance,Fitness Studios,Combine Training
3350,Zela - Marathahalli,paid,gyms,Marathahalli,bangalore,Indoor Cycling,Fitness Studios,Combine Training
3350,Zela - Marathahalli,paid,gyms,Marathahalli,bangalore,Cardio Step Burn,Fitness Studios,Combine Training
5540,Sai Dance & Fitness Center,cos,dance,Rohini,delhi,Studio Membership,Fitness Studios,Combine Training
5540,Sai Dance & Fitness Center,cos,dance,Rohini,delhi,Personal Training,Fitness Studios,Combine Training
11177,V Fitness Studio,cos,Fitness Studios,Paschim Vihar,delhi,Studio Membership,Fitness Studios,Combine Training
11177,V Fitness Studio,cos,Fitness Studios,Paschim Vihar,delhi,Personal Training,Fitness Studios,Combine Training
11014,Attitude Dance and Aerobics Studio,cos,dance,Jamia Nagar,delhi,Personal Training,Fitness Studios,Combine Training
10766,Way fitness Academy,free,Fitness Studios,Sector 50,noida,Studio Membership,Fitness Studios,Combine Training
11200,Slim Fit,cos,dance,Rohini,delhi,Tummy Tuck Massage,Fitness Studios,Combine Training
11215,Fitness Temple Gym,cos,gyms,Rohini,delhi,Gym Workout + Aerobics,Fitness Studios,Combine Training
4034,Spedals Fitness Center,paid,spinning and indoor cycling,Koramangala,bangalore,Dan's Cardio Therapy,Fitness Studios,Combine Training
